Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,3.880000,3.992500,3.875000,3.955000,3.631717,81744800
2011-01-04,3.962500,3.980000,3.855000,3.942500,3.620239,65138400
2011-01-05,4.015000,4.250000,3.975000,4.245000,3.898014,142821600
2011-01-06,4.355000,4.835000,4.342500,4.832500,4.437490,349331200
2011-01-07,4.777500,4.982500,4.670000,4.967500,4.561456,257998400
2011-01-10,4.877500,5.167500,4.840000,5.157500,4.735925,175034800
2011-01-11,5.227500,5.277500,4.967500,5.077500,4.662465,271108800
2011-01-12,5.080000,5.842500,5.062500,5.837500,5.360342,343189600
2011-01-13,5.775000,5.960000,5.595000,5.847500,5.369524,269519200
2011-01-14,5.747500,5.995000,5.712500,5.897500,5.415437,159535200
2011-01-18,5.817500,5.857500,5.617500,5.760000,5.289175,181334800
2011-01-19,5.762500,5.900000,5.590000,5.602500,5.144551,119789600
2011-01-20,5.547500,5.640000,5.447500,5.607500,5.149143,111140800
2011-01-21,5.667500,5.747500,5.545000,5.555000,5.100934,73924400
2011-01-24,5.810000,6.262500,5.745000,6.182500,5.677140,205690000
2011-01-25,6.155000,6.220000,5.952500,5.992500,5.502671,108685600
2011-01-26,6.055000,6.250000,6.012500,6.135000,5.633523,107466000
2011-01-27,6.222500,6.237500,6.000000,6.117500,5.617454,65739600
2011-01-28,6.132500,6.235000,5.800000,5.940000,5.454464,109479600
2011-01-31,5.950000,6.062500,5.852500,5.980000,5.491195,75016000
2011-02-01,6.032500,6.162500,5.992500,6.117500,5.617454,65410400
2011-02-02,6.082500,6.542500,6.082500,6.395000,5.872272,160661600
2011-02-03,6.405000,6.405000,6.137500,6.275000,5.762081,103077600
2011-02-04,6.362500,6.467500,6.337500,6.417500,5.892932,87290000
2011-02-07,6.330000,6.357500,6.127500,6.150000,5.647299,93423600
2011-02-08,6.157500,6.197500,5.940000,5.967500,5.479715,107658400
2011-02-09,5.990000,6.050000,5.715000,5.822500,5.346569,127752000
2011-02-10,5.692500,5.802500,5.650000,5.705000,5.238672,104235200
2011-02-11,5.685000,6.052500,5.592500,5.867500,5.387891,135927600
2011-02-14,5.937500,6.125000,5.755000,5.777500,5.305246,128782800
2011-02-15,5.787500,5.807500,5.612500,5.637500,5.176690,88698000
2011-02-16,5.712500,5.927500,5.692500,5.845000,5.367229,131836400
2011-02-17,5.680000,6.502500,5.652500,6.420000,5.895228,347009600
2011-02-18,6.385000,6.487500,6.307500,6.407500,5.883749,139441200
2011-02-22,6.197500,6.215000,5.782500,5.802500,5.328202,139664800
2011-02-23,5.802500,5.857500,5.445000,5.527500,5.075682,149160400
2011-02-24,5.555000,5.760000,5.515000,5.662500,5.199646,124612000
2011-02-25,5.815000,5.875000,5.735000,5.780000,5.307541,77565200
2011-02-28,5.875000,5.877500,5.535000,5.665000,5.201943,90369600
2011-03-01,5.675000,5.747500,5.412500,5.412500,4.970081,98844800
2011-03-02,5.405000,5.507500,5.062500,5.187500,4.763474,171814000
2011-03-03,5.307500,5.337500,5.060000,5.217500,4.791021,159370400
2011-03-04,5.222500,5.275000,5.132500,5.190000,4.765769,95976000
2011-03-07,5.227500,5.245000,4.987500,5.117500,4.699193,101914000
2011-03-08,5.172500,5.200000,4.780000,4.887500,4.487995,194718400
2011-03-09,4.872500,4.920000,4.742500,4.785000,4.393874,131897600
2011-03-10,4.675000,4.710000,4.475000,4.480000,4.113802,172273600
2011-03-11,4.517500,4.637500,4.415000,4.512500,4.143647,148683200
2011-03-14,4.547500,4.662500,4.475000,4.550000,4.178083,100336000
2011-03-15,4.327500,4.490000,4.252500,4.415000,4.054118,125628000
2011-03-16,4.375000,4.587500,4.325000,4.382500,4.024274,147652000
2011-03-17,4.500000,4.507500,4.300000,4.465000,4.100029,123851600
2011-03-18,4.535000,4.550000,4.400000,4.405000,4.044936,88696000
2011-03-21,4.500000,4.545000,4.395000,4.440000,4.077074,75183200
2011-03-22,4.427500,4.470000,4.342500,4.362500,4.005908,71833200
2011-03-23,4.355000,4.465000,4.260000,4.452500,4.088551,78239600
2011-03-24,4.547500,4.862500,4.537500,4.807500,4.414534,178059200
2011-03-25,4.850000,4.862500,4.650000,4.657500,4.276795,119639200
2011-03-28,4.767500,4.910000,4.725000,4.830000,4.435195,120428400
2011-03-29,4.830000,4.847500,4.727500,4.792500,4.400759,71576400
2011-03-30,4.830000,4.850000,4.552500,4.612500,4.235475,117632000
2011-03-31,4.620000,4.670000,4.530000,4.615000,4.237769,65511200
2011-04-01,4.675000,4.680000,4.487500,4.550000,4.178083,85007200
2011-04-04,4.550000,4.562500,4.355000,4.387500,4.028865,92432800
2011-04-05,4.452500,4.487500,4.385000,4.395000,4.035752,82107600
2011-04-06,4.427500,4.432500,4.327500,4.365000,4.008204,85698400
2011-04-07,4.375000,4.552500,4.357500,4.525000,4.155127,102120800
2011-04-08,4.560000,4.560000,4.375000,4.387500,4.028865,74655200
2011-04-11,4.405000,4.427500,4.282500,4.330000,3.976064,54620800
2011-04-12,4.287500,4.372500,4.207500,4.342500,3.987544,84075600
2011-04-13,4.387500,4.467500,4.332500,4.440000,4.077074,74958800
2011-04-14,4.400000,4.630000,4.375000,4.627500,4.249249,125470400
2011-04-15,4.592500,4.735000,4.570000,4.677500,4.295160,96972000
2011-04-18,4.567500,4.597500,4.450000,4.522500,4.152829,74358400
2011-04-19,4.525000,4.542500,4.382500,4.505000,4.136761,65986000
2011-04-20,4.670000,4.737500,4.567500,4.642500,4.263022,65051600
2011-04-21,4.692500,4.722500,4.620000,4.630000,4.251543,42130000
2011-04-25,4.650000,4.780000,4.647500,4.702500,4.318117,61961200
2011-04-26,4.742500,4.872500,4.695000,4.825000,4.430602,67600000
2011-04-27,4.850000,4.850000,4.725000,4.825000,4.430602,45000400
2011-04-28,4.825000,4.975000,4.770000,4.877500,4.478813,68400000
2011-04-29,4.910000,5.110000,4.902500,5.000000,4.591298,83600000
2011-05-02,5.105000,5.107500,4.907500,4.932500,4.529317,61382400
2011-05-03,4.875000,4.890000,4.637500,4.697500,4.313524,80800000
2011-05-04,4.712500,4.765000,4.575000,4.662500,4.281386,63935600
2011-05-05,4.625000,4.720000,4.562500,4.665000,4.283684,54400000
2011-05-06,4.762500,4.875000,4.725000,4.830000,4.435195,84108000
2011-05-09,4.845000,4.962500,4.832500,4.937500,4.533908,70632800
2011-05-10,4.977500,4.982500,4.895000,4.945000,4.540795,69097600
2011-05-11,4.970000,5.020000,4.900000,4.967500,4.561456,61600000
2011-05-12,4.950000,5.130000,4.937500,5.125000,4.706082,122400000
2011-05-13,4.800000,4.812500,4.530000,4.565000,4.191856,202519200
2011-05-16,4.552500,4.562500,4.422500,4.425000,4.063301,72818800
2011-05-17,4.410000,4.412500,4.280000,4.407500,4.047228,142036400
2011-05-18,4.425000,4.547500,4.410000,4.510000,4.141352,65884400
2011-05-19,4.545000,4.547500,4.377500,4.445000,4.081665,65088400
2011-05-20,4.435000,4.532500,4.415000,4.522500,4.152829,57582000
2011-05-23,4.457500,4.550000,4.400000,4.517500,4.148239,58800000
2011-05-24,4.540000,4.717500,4.527500,4.535000,4.164309,72037200
2011-05-25,4.512500,4.620000,4.467500,4.590000,4.214812,54531200
2011-05-26,4.590000,4.745000,4.577500,4.705000,4.320413,70643600
2011-05-27,4.725000,4.882500,4.720000,4.875000,4.476518,65882400
2011-05-31,4.970000,5.012500,4.850000,5.010000,4.600482,120071600
2011-06-01,4.987500,4.995000,4.775000,4.785000,4.393874,76220800
2011-06-02,4.792500,4.827500,4.705000,4.762500,4.373212,60759200
2011-06-03,4.707500,4.750000,4.592500,4.615000,4.237769,54930000
2011-06-06,4.607500,4.650000,4.512500,4.517500,4.148239,43598800
2011-06-07,4.552500,4.577500,4.495000,4.515000,4.145945,43395600
2011-06-08,4.492500,4.520000,4.357500,4.392500,4.033456,56928800
2011-06-09,4.390000,4.400000,4.185000,4.342500,3.987544,74163200
2011-06-10,4.350000,4.377500,4.245000,4.280000,3.930152,49354800
2011-06-13,4.280000,4.335000,4.220000,4.250000,3.902604,57476000
2011-06-14,4.287500,4.380000,4.267500,4.285000,3.934744,53457600
2011-06-15,4.227500,4.252500,4.105000,4.192500,3.849804,93591600
2011-06-16,4.195000,4.260000,3.987500,4.047500,3.716657,102490800
2011-06-17,4.095000,4.097500,3.827500,3.952500,3.629422,146788400
2011-06-20,3.917500,4.000000,3.875000,3.905000,3.585805,74596000
2011-06-21,3.920000,4.020000,3.882500,3.990000,3.663857,70427600
2011-06-22,3.962500,4.015000,3.927500,3.935000,3.613352,65172000
2011-06-23,3.885000,4.080000,3.850000,4.052500,3.721247,74402400
2011-06-24,4.032500,4.067500,3.910000,3.935000,3.613352,52905200
2011-06-27,3.935000,3.960000,3.715000,3.852500,3.537596,114215200
2011-06-28,3.852500,3.920000,3.825000,3.875000,3.558257,69220000
2011-06-29,3.900000,3.975000,3.765000,3.935000,3.613352,96054400
2011-06-30,3.945000,4.027500,3.885000,3.985000,3.659265,65230000
